company_id,type,rule_id,text,confidence_pct
IRFC,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,88.0
IRFC,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,85.0
IRFC,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,87.0
IRFC,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,86.0
IRFC,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,81.0
IRFC,con,CON_12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,65.0
ITC,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,92.0
ITC,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,90.0
ITC,pro,PRO_03,Debt-free balance sheet provides financial flexibility and eliminates interest burden,95.0
ITC,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,85.0
ITC,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,90.0
ITC,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,81.0
ITC,pro,PRO_12,Growing asset base funded by internal accruals reflects self-sustaining growth,84.0
ITC,con,CON_12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,65.0
JINDALSTEL,con,CON_12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,82.0
JINDALSTEL,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,70.0
JIOFIN,pro,PRO_03,Debt-free balance sheet provides financial flexibility and eliminates interest burden,95.0
JIOFIN,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,85.0
JIOFIN,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,90.0
JIOFIN,pro,PRO_12,Growing asset base funded by internal accruals reflects self-sustaining growth,84.0
JIOFIN,con,CON_12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,65.0
JSWENERGY,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,85.0
JSWENERGY,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,87.0
JSWENERGY,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,86.0
JSWENERGY,con,CON_08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,81.0
JSWENERGY,con,CON_11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,87.0
JSWENERGY,con,CON_12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,82.0
JSWSTEEL,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,88.0
JSWSTEEL,con,CON_11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,87.0
KOTAKBANK,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,85.0
KOTAKBANK,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,87.0
KOTAKBANK,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,86.0
KOTAKBANK,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,80.0
KOTAKBANK,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,81.0
KOTAKBANK,con,CON_12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,65.0
LICI,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,92.0
LICI,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,90.0
LICI,pro,PRO_03,Debt-free balance sheet provides financial flexibility and eliminates interest burden,95.0
LICI,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,87.0
LICI,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,90.0
LICI,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,81.0
LICI,con,CON_12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,65.0
LODHA,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,85.0
LODHA,pro,PRO_12,Growing asset base funded by internal accruals reflects self-sustaining growth,84.0
LODHA,con,CON_12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,82.0
LT,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,92.0
LT,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,80.0
LT,con,CON_03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,82.0
LTIM,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,92.0
LTIM,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,90.0
LTIM,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,88.0
LTIM,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,87.0
LTIM,con,CON_03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,82.0
M&M,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,86.0
M&M,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,81.0
M&M,con,CON_11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,87.0
MARUTI,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,90.0
MARUTI,pro,PRO_03,Debt-free balance sheet provides financial flexibility and eliminates interest burden,95.0
MARUTI,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,90.0
MARUTI,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,80.0
MARUTI,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,81.0
MARUTI,pro,PRO_12,Growing asset base funded by internal accruals reflects self-sustaining growth,84.0
MARUTI,con,CON_12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,65.0
MOTHERSON,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,90.0
MOTHERSON,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,80.0
MOTHERSON,con,CON_12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,65.0
NAUKRI,pro,PRO_03,Debt-free balance sheet provides financial flexibility and eliminates interest burden,95.0
NAUKRI,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,88.0
NAUKRI,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,85.0
NAUKRI,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,90.0
NAUKRI,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,86.0
NESTLEIND,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,92.0
NESTLEIND,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,90.0
NESTLEIND,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,86.0
NESTLEIND,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,81.0
NESTLEIND,con,CON_12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,65.0
NHPC,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,90.0
NHPC,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,85.0
NHPC,con,CON_08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,81.0
NHPC,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,86.0
NHPC,con,CON_11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,87.0
NHPC,con,CON_12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,82.0
NTPC,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,85.0
NTPC,con,CON_11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,87.0
ONGC,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,90.0
ONGC,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,81.0
ONGC,con,CON_12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,65.0
PFC,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,92.0
PFC,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,85.0
PFC,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,81.0
PFC,con,CON_12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,65.0
PIDILITIND,pro,PRO_03,Debt-free balance sheet provides financial flexibility and eliminates interest burden,95.0
PIDILITIND,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,90.0
PIDILITIND,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,81.0
PIDILITIND,pro,PRO_12,Growing asset base funded by internal accruals reflects self-sustaining growth,84.0
PIDILITIND,con,CON_12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,65.0
PNB,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,92.0
PNB,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,88.0
PNB,con,CON_12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,65.0
POWERGRID,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,90.0
POWERGRID,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,85.0
POWERGRID,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,81.0
POWERGRID,con,CON_11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,87.0
RECLTD,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,85.0
RECLTD,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,86.0
RECLTD,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,81.0
RECLTD,con,CON_02,Free cash flow negative for 3 consecutive years raises concern about cash generation quality,91.0
RELIANCE,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,81.0
RELIANCE,con,CON_12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,65.0
SBILIFE,pro,PRO_03,Debt-free balance sheet provides financial flexibility and eliminates interest burden,95.0
SBILIFE,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,88.0
SBILIFE,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,90.0
SBILIFE,con,CON_12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,65.0
SBIN,pro,PRO_03,Debt-free balance sheet provides financial flexibility and eliminates interest burden,95.0
SBIN,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,87.0
SBIN,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,90.0
SBIN,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,86.0
SBIN,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,81.0
SBIN,con,CON_12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,65.0
SHREECEM,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,81.0
SHREECEM,pro,PRO_12,Growing asset base funded by internal accruals reflects self-sustaining growth,84.0
SHREECEM,con,CON_12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,65.0
SHRIRAMFIN,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,88.0
SHRIRAMFIN,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,85.0
SHRIRAMFIN,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,87.0
SHRIRAMFIN,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,80.0
SHRIRAMFIN,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,81.0
SHRIRAMFIN,con,CON_02,Free cash flow negative for 3 consecutive years raises concern about cash generation quality,91.0
SIEMENS,pro,PRO_03,Debt-free balance sheet provides financial flexibility and eliminates interest burden,95.0
SIEMENS,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,90.0
SIEMENS,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,86.0
SIEMENS,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,80.0
SIEMENS,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,81.0
SIEMENS,con,CON_12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,65.0
SUNPHARMA,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,85.0
SUNPHARMA,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,87.0
SUNPHARMA,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,86.0
SUNPHARMA,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,81.0
SUNPHARMA,pro,PRO_12,Growing asset base funded by internal accruals reflects self-sustaining growth,84.0
SUNPHARMA,con,CON_12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,65.0
TATACONSUM,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,90.0
TATACONSUM,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,88.0
TATACONSUM,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,87.0
TATACONSUM,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,81.0
TATACONSUM,con,CON_12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,65.0
TATAMOTORS,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,80.0
TATAMOTORS,pro,PRO_12,Growing asset base funded by internal accruals reflects self-sustaining growth,84.0
TATAMOTORS,con,CON_12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,65.0
TATAPOWER,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,88.0
TATAPOWER,con,CON_11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,87.0
TATASTEEL,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,90.0
TATASTEEL,con,CON_03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,82.0
TATASTEEL,con,CON_04,Company reported a net loss in the most recent financial year,96.0
TATASTEEL,con,CON_05,Revenue contraction over 2 consecutive years indicates demand weakness or market share loss,85.0
TATASTEEL,con,CON_08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,81.0
TATASTEEL,con,CON_09,Earnings per share declining for 3 consecutive years reflects deteriorating profitability,83.0
TATASTEEL,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,86.0
TATASTEEL,con,CON_11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,87.0
TCS,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,92.0
TCS,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,90.0
TCS,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,85.0
TCS,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,80.0
TCS,con,CON_12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,65.0
TECHM,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,90.0
TECHM,con,CON_03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,82.0
TECHM,con,CON_09,Earnings per share declining for 3 consecutive years reflects deteriorating profitability,83.0
TITAN,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,92.0
TITAN,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,88.0
TITAN,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,87.0
TITAN,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,86.0
TITAN,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,80.0
TITAN,con,CON_08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,81.0
TORNTPHARM,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,90.0
TORNTPHARM,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,85.0
TORNTPHARM,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,87.0
TORNTPHARM,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,86.0
TORNTPHARM,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,80.0
TORNTPHARM,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,81.0
TORNTPHARM,con,CON_12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,65.0
TRENT,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,88.0
TRENT,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,87.0
TRENT,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,86.0
TRENT,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,80.0
TRENT,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,81.0
TRENT,con,CON_12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,65.0
TVSMOTOR,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,86.0
TVSMOTOR,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,80.0
TVSMOTOR,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,81.0
TVSMOTOR,con,CON_01,Debt-to-equity ratio of 3.83 is elevated for a non-financial company and warrants monitoring,88.0
TVSMOTOR,con,CON_02,Free cash flow negative for 3 consecutive years raises concern about cash generation quality,91.0
TVSMOTOR,con,CON_11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,87.0
